temperature,humidity,pm2.5,pm10,no2,so2,co,proximity_to_industrial_areas,population_density,air quality
-0.6630434782608694,-0.1764705882352939,1.0546448087431695,0.7004405286343612,-0.8240740740740742,-0.2873563218390805,-0.4050632911392403,1.660714285714286,-1.3113207547169812,0
-1.0217391304347825,-0.15196078431372528,-0.09289617486338794,-0.3171806167400881,-0.9814814814814815,-0.574712643678161,-0.5696202531645569,0.5714285714285715,-0.5377358490566038,0
0.5869565217391307,0.49019607843137275,-0.17486338797814202,-0.2599118942731278,0.24999999999999992,1.195402298850575,0.30379746835443033,-0.4285714285714285,0.25471698113207547,1
0.23913043478260865,-0.5245098039215687,-0.2786885245901639,-0.42731277533039647,-0.37962962962962976,-0.5517241379310346,-0.5443037974683543,0.4821428571428572,-0.2169811320754717,0
-0.1304347826086956,0.27450980392156915,-0.08743169398907101,-0.0837004405286343,0.7314814814814813,0.11494252873563209,0.08860759493670893,-0.12500000000000003,0.6226415094339622,1
-0.6739130434782609,0.4950980392156869,-0.5573770491803278,-0.6167400881057269,-0.7037037037037038,-0.09195402298850573,-0.29113924050632906,0.5892857142857143,-0.10377358490566038,0
-0.17391304347826064,-0.5833333333333335,-0.45355191256830596,-0.6123348017621145,-0.12037037037037043,-0.6091954022988507,-0.6075949367088606,0.875,0.18396226415094338,0
-0.3478260869565217,-0.034313725490196234,-0.3825136612021857,-0.2599118942731278,1.3240740740740737,0.26436781609195403,-0.2531645569620252,-0.26785714285714285,-0.6179245283018868,1
0.7608695652173918,1.6568627450980398,-0.00546448087431692,0.40088105726872253,0.4074074074074073,0.47126436781609204,0.41772151898734183,-0.4107142857142857,1.221698113207547,2
0.3369565217391302,-0.5441176470588235,0.9180327868852459,0.7312775330396477,-0.03703703703703723,0.34482758620689646,0.0,-0.10714285714285708,0.3018867924528302,1
-0.2173913043478261,-0.5294117647058825,2.5245901639344264,1.9779735682819386,-0.14814814814814828,0.6781609195402298,-0.03797468354430355,-0.24999999999999992,0.3490566037735849,1
0.1847826086956521,0.5980392156862749,-0.00546448087431692,-0.039647577092510954,-0.055555555555555684,-0.9195402298850576,0.07594936708860765,-0.4107142857142857,0.07075471698113207,1
-0.35869565217391314,-0.13725490196078424,-0.5573770491803278,-0.6740088105726872,-0.5185185185185186,-0.26436781609195403,-0.5696202531645569,0.6250000000000002,-0.839622641509434,0
0.032608695652173995,0.34313725490196095,1.0546448087431695,1.2290748898678414,0.12962962962962948,1.2528735632183912,0.18987341772151914,-0.24999999999999992,0.6886792452830188,1
